iso3,NAME_2,cod_local,anio,sexo,zona,valor
COL,Santa Rosa,NA,2017,Hombres,periurbano,0.5737
COL,Santa Rosa,NA,2017,Mujeres,periurbano,0.6337
COL,Santa Rosa,NA,2017,Total,periurbano,0.6043
COL,Santa Rosa,NA,2018,Hombres,periurbano,0.5761
COL,Santa Rosa,NA,2018,Mujeres,periurbano,0.6361
COL,Santa Rosa,NA,2018,Total,periurbano,0.6067
COL,Santa Rosa,NA,2019,Hombres,periurbano,0.5745
COL,Santa Rosa,NA,2019,Mujeres,periurbano,0.6345
COL,Santa Rosa,NA,2019,Total,periurbano,0.6051
COL,Santa Rosa,NA,2020,Hombres,periurbano,0.6349
COL,Santa Rosa,NA,2020,Mujeres,periurbano,0.6949
COL,Santa Rosa,NA,2020,Total,periurbano,0.6655
COL,Santa Rosa,NA,2021,Hombres,periurbano,0.6197
COL,Santa Rosa,NA,2021,Mujeres,periurbano,0.6797
COL,Santa Rosa,NA,2021,Total,periurbano,0.6503
COL,Santa Rosa,NA,2022,Hombres,periurbano,0.5953
COL,Santa Rosa,NA,2022,Mujeres,periurbano,0.6553
COL,Santa Rosa,NA,2022,Total,periurbano,0.6259
COL,Santa Rosa,NA,2023,Hombres,periurbano,0.5632
COL,Santa Rosa,NA,2023,Mujeres,periurbano,0.6232
COL,Santa Rosa,NA,2023,Total,periurbano,0.5938
COL,Santa Rosa,NA,2024,Hombres,periurbano,0.5656
COL,Santa Rosa,NA,2024,Mujeres,periurbano,0.6256
COL,Santa Rosa,NA,2024,Total,periurbano,0.5962
COL,Santa Rosa,NA,2025,Hombres,periurbano,0.5631
COL,Santa Rosa,NA,2025,Mujeres,periurbano,0.6231
COL,Santa Rosa,NA,2025,Total,periurbano,0.5937
COL,Villa Esperanza,NA,2016,Hombres,rural,0.7033
COL,Villa Esperanza,NA,2016,Mujeres,rural,0.7633
COL,Villa Esperanza,NA,2016,Total,rural,0.7339
COL,Villa Esperanza,NA,2017,Hombres,rural,0.7026
COL,Villa Esperanza,NA,2017,Mujeres,rural,0.7626
COL,Villa Esperanza,NA,2017,Total,rural,0.7332
COL,Villa Esperanza,NA,2018,Hombres,rural,0.705
COL,Villa Esperanza,NA,2018,Mujeres,rural,0.765
COL,Villa Esperanza,NA,2018,Total,rural,0.7356
COL,Villa Esperanza,NA,2019,Hombres,rural,0.7035
COL,Villa Esperanza,NA,2019,Mujeres,rural,0.7635
COL,Villa Esperanza,NA,2019,Total,rural,0.7341
COL,Villa Esperanza,NA,2020,Hombres,rural,0.7639
COL,Villa Esperanza,NA,2020,Mujeres,rural,0.8239
COL,Villa Esperanza,NA,2020,Total,rural,0.7945
COL,Villa Esperanza,NA,2021,Hombres,rural,0.7487
COL,Villa Esperanza,NA,2021,Mujeres,rural,0.8087
COL,Villa Esperanza,NA,2021,Total,rural,0.7793
COL,Villa Esperanza,NA,2022,Hombres,rural,0.7243
COL,Villa Esperanza,NA,2022,Mujeres,rural,0.7843
COL,Villa Esperanza,NA,2022,Total,rural,0.7549
COL,Villa Esperanza,NA,2023,Hombres,rural,0.6991
COL,Villa Esperanza,NA,2023,Mujeres,rural,0.7591
COL,Villa Esperanza,NA,2023,Total,rural,0.7297
COL,Villa Esperanza,NA,2024,Hombres,rural,0.7016
COL,Villa Esperanza,NA,2024,Mujeres,rural,0.7616
COL,Villa Esperanza,NA,2024,Total,rural,0.7322
COL,Villa Esperanza,NA,2025,Hombres,rural,0.699
COL,Villa Esperanza,NA,2025,Mujeres,rural,0.759
COL,Villa Esperanza,NA,2025,Total,rural,0.7296
COL,Villa Norte,NA,2016,Hombres,periurbano,0.6599
COL,Villa Norte,NA,2016,Mujeres,periurbano,0.7199
COL,Villa Norte,NA,2016,Total,periurbano,0.6905
COL,Villa Norte,NA,2017,Hombres,periurbano,0.6593
COL,Villa Norte,NA,2017,Mujeres,periurbano,0.7193
COL,Villa Norte,NA,2017,Total,periurbano,0.6899
COL,Villa Norte,NA,2018,Hombres,periurbano,0.6616
COL,Villa Norte,NA,2018,Mujeres,periurbano,0.7216
COL,Villa Norte,NA,2018,Total,periurbano,0.6922
COL,Villa Norte,NA,2019,Hombres,periurbano,0.6601
COL,Villa Norte,NA,2019,Mujeres,periurbano,0.7201
COL,Villa Norte,NA,2019,Total,periurbano,0.6907
COL,Villa Norte,NA,2020,Hombres,periurbano,0.7205
COL,Villa Norte,NA,2020,Mujeres,periurbano,0.7805
COL,Villa Norte,NA,2020,Total,periurbano,0.7511
COL,Villa Norte,NA,2021,Hombres,periurbano,0.7053
COL,Villa Norte,NA,2021,Mujeres,periurbano,0.7653
COL,Villa Norte,NA,2021,Total,periurbano,0.7359
COL,Villa Norte,NA,2022,Hombres,periurbano,0.6809
COL,Villa Norte,NA,2022,Mujeres,periurbano,0.7409
COL,Villa Norte,NA,2022,Total,periurbano,0.7115
COL,Villa Norte,NA,2023,Hombres,periurbano,0.6487
COL,Villa Norte,NA,2023,Mujeres,periurbano,0.7087
COL,Villa Norte,NA,2023,Total,periurbano,0.6793
COL,Villa Norte,NA,2024,Hombres,periurbano,0.6512
COL,Villa Norte,NA,2024,Mujeres,periurbano,0.7112
COL,Villa Norte,NA,2024,Total,periurbano,0.6818
COL,Villa Norte,NA,2025,Hombres,periurbano,0.6487
COL,Villa Norte,NA,2025,Mujeres,periurbano,0.7087
COL,Villa Norte,NA,2025,Total,periurbano,0.6793
COL,Villa Sur,NA,2016,Hombres,rural,0.6773
COL,Villa Sur,NA,2016,Mujeres,rural,0.7373
COL,Villa Sur,NA,2016,Total,rural,0.7079
COL,Villa Sur,NA,2017,Hombres,rural,0.6767
COL,Villa Sur,NA,2017,Mujeres,rural,0.7367
COL,Villa Sur,NA,2017,Total,rural,0.7072
COL,Villa Sur,NA,2018,Hombres,rural,0.679
COL,Villa Sur,NA,2018,Mujeres,rural,0.739
COL,Villa Sur,NA,2018,Total,rural,0.7096
COL,Villa Sur,NA,2019,Hombres,rural,0.6775
COL,Villa Sur,NA,2019,Mujeres,rural,0.7375
COL,Villa Sur,NA,2019,Total,rural,0.7081
COL,Villa Sur,NA,2020,Hombres,rural,0.7379
COL,Villa Sur,NA,2020,Mujeres,rural,0.7979
COL,Villa Sur,NA,2020,Total,rural,0.7685
COL,Villa Sur,NA,2021,Hombres,rural,0.7227
COL,Villa Sur,NA,2021,Mujeres,rural,0.7827
COL,Villa Sur,NA,2021,Total,rural,0.7533
COL,Villa Sur,NA,2022,Hombres,rural,0.6983
COL,Villa Sur,NA,2022,Mujeres,rural,0.7583
COL,Villa Sur,NA,2022,Total,rural,0.729
COL,Villa Sur,NA,2023,Hombres,rural,0.6732
COL,Villa Sur,NA,2023,Mujeres,rural,0.7332
COL,Villa Sur,NA,2023,Total,rural,0.7037
COL,Villa Sur,NA,2024,Hombres,rural,0.6756
COL,Villa Sur,NA,2024,Mujeres,rural,0.7356
COL,Villa Sur,NA,2024,Total,rural,0.7062
COL,Villa Sur,NA,2025,Hombres,rural,0.6731
COL,Villa Sur,NA,2025,Mujeres,rural,0.7331
COL,Villa Sur,NA,2025,Total,rural,0.7036
COL,Vista Hermosa,NA,2016,Hombres,rural,0.5657
COL,Vista Hermosa,NA,2016,Mujeres,rural,0.6257
COL,Vista Hermosa,NA,2016,Total,rural,0.5963
COL,Vista Hermosa,NA,2017,Hombres,rural,0.5651
COL,Vista Hermosa,NA,2017,Mujeres,rural,0.6251
COL,Vista Hermosa,NA,2017,Total,rural,0.5957
COL,Vista Hermosa,NA,2018,Hombres,rural,0.5675
COL,Vista Hermosa,NA,2018,Mujeres,rural,0.6275
COL,Vista Hermosa,NA,2018,Total,rural,0.598
COL,Vista Hermosa,NA,2019,Hombres,rural,0.5659
COL,Vista Hermosa,NA,2019,Mujeres,rural,0.6259
COL,Vista Hermosa,NA,2019,Total,rural,0.5965
COL,Vista Hermosa,NA,2020,Hombres,rural,0.6263
COL,Vista Hermosa,NA,2020,Mujeres,rural,0.6863
COL,Vista Hermosa,NA,2020,Total,rural,0.6569
COL,Vista Hermosa,NA,2021,Hombres,rural,0.6111
COL,Vista Hermosa,NA,2021,Mujeres,rural,0.6711
COL,Vista Hermosa,NA,2021,Total,rural,0.6417
COL,Vista Hermosa,NA,2022,Hombres,rural,0.5868
COL,Vista Hermosa,NA,2022,Mujeres,rural,0.6468
COL,Vista Hermosa,NA,2022,Total,rural,0.6174
COL,Vista Hermosa,NA,2023,Hombres,rural,0.5616
COL,Vista Hermosa,NA,2023,Mujeres,rural,0.6216
COL,Vista Hermosa,NA,2023,Total,rural,0.5922
COL,Vista Hermosa,NA,2024,Hombres,rural,0.564
COL,Vista Hermosa,NA,2024,Mujeres,rural,0.624
COL,Vista Hermosa,NA,2024,Total,rural,0.5946
COL,Vista Hermosa,NA,2025,Hombres,rural,0.5615
COL,Vista Hermosa,NA,2025,Mujeres,rural,0.6215
COL,Vista Hermosa,NA,2025,Total,rural,0.5921
