iso3,Territorio,cod_local,anio,sexo,zona,etnia,valor
COL,San Martín del Valle,NA,2023,Mujeres,urbano,Indígena,0.0969
COL,San Martín del Valle,NA,2023,Mujeres,urbano,No indígena,0.0495
COL,San Martín del Valle,NA,2023,Mujeres,urbano,Total,0.0566
COL,San Martín del Valle,NA,2024,Mujeres,Total,Indígena,0.4889
COL,San Martín del Valle,NA,2024,Mujeres,Total,No indígena,0.3434
COL,San Martín del Valle,NA,2024,Mujeres,Total,Total,0.3892
COL,San Martín del Valle,NA,2024,Mujeres,periurbano,Indígena,0.4395
COL,San Martín del Valle,NA,2024,Mujeres,periurbano,No indígena,0.3789
COL,San Martín del Valle,NA,2024,Mujeres,periurbano,Total,0.3972
COL,San Martín del Valle,NA,2024,Mujeres,rural,Indígena,0.6489
COL,San Martín del Valle,NA,2024,Mujeres,rural,No indígena,0.5899
COL,San Martín del Valle,NA,2024,Mujeres,rural,Total,0.6165
COL,San Martín del Valle,NA,2024,Mujeres,urbano,Indígena,0.0465
COL,San Martín del Valle,NA,2024,Mujeres,urbano,No indígena,0.02
COL,San Martín del Valle,NA,2024,Mujeres,urbano,Total,0.024
COL,San Martín del Valle,NA,2025,Mujeres,Total,Indígena,0.4728
COL,San Martín del Valle,NA,2025,Mujeres,Total,No indígena,0.3272
COL,San Martín del Valle,NA,2025,Mujeres,Total,Total,0.3728
COL,San Martín del Valle,NA,2025,Mujeres,periurbano,Indígena,0.3995
COL,San Martín del Valle,NA,2025,Mujeres,periurbano,No indígena,0.3403
COL,San Martín del Valle,NA,2025,Mujeres,periurbano,Total,0.358
COL,San Martín del Valle,NA,2025,Mujeres,rural,Indígena,0.66
COL,San Martín del Valle,NA,2025,Mujeres,rural,No indígena,0.6002
COL,San Martín del Valle,NA,2025,Mujeres,rural,Total,0.627
COL,San Martín del Valle,NA,2025,Mujeres,urbano,Indígena,0.0478
COL,San Martín del Valle,NA,2025,Mujeres,urbano,No indígena,0.0282
COL,San Martín del Valle,NA,2025,Mujeres,urbano,Total,0.0311
COL,San Rafael,NA,2016,Mujeres,urbano,Indígena,0.0424
COL,San Rafael,NA,2016,Mujeres,urbano,No indígena,0.02
COL,San Rafael,NA,2016,Mujeres,urbano,Total,0.0234
COL,San Rafael,NA,2017,Mujeres,urbano,Indígena,0.0956
COL,San Rafael,NA,2017,Mujeres,urbano,No indígena,0.0356
COL,San Rafael,NA,2017,Mujeres,urbano,Total,0.0446
COL,San Rafael,NA,2018,Mujeres,urbano,Indígena,0.0437
COL,San Rafael,NA,2018,Mujeres,urbano,No indígena,0.02
COL,San Rafael,NA,2018,Mujeres,urbano,Total,0.0236
COL,San Rafael,NA,2019,Mujeres,urbano,Indígena,0.0521
COL,San Rafael,NA,2019,Mujeres,urbano,No indígena,0.02
COL,San Rafael,NA,2019,Mujeres,urbano,Total,0.0249
COL,San Rafael,NA,2020,Mujeres,urbano,Indígena,0.0995
COL,San Rafael,NA,2020,Mujeres,urbano,No indígena,0.0395
COL,San Rafael,NA,2020,Mujeres,urbano,Total,0.0486
COL,San Rafael,NA,2021,Mujeres,urbano,Indígena,0.1045
COL,San Rafael,NA,2021,Mujeres,urbano,No indígena,0.0445
COL,San Rafael,NA,2021,Mujeres,urbano,Total,0.0534
COL,San Rafael,NA,2022,Mujeres,urbano,Indígena,0.0759
COL,San Rafael,NA,2022,Mujeres,urbano,No indígena,0.02
COL,San Rafael,NA,2022,Mujeres,urbano,Total,0.0281
COL,San Rafael,NA,2023,Mujeres,urbano,Indígena,0.176
COL,San Rafael,NA,2023,Mujeres,urbano,No indígena,0.116
COL,San Rafael,NA,2023,Mujeres,urbano,Total,0.1248
COL,San Rafael,NA,2024,Mujeres,urbano,Indígena,0.0315
COL,San Rafael,NA,2024,Mujeres,urbano,No indígena,0.02
COL,San Rafael,NA,2024,Mujeres,urbano,Total,0.0217
COL,San Rafael,NA,2025,Mujeres,urbano,Indígena,0.02
COL,San Rafael,NA,2025,Mujeres,urbano,No indígena,0.02
COL,San Rafael,NA,2025,Mujeres,urbano,Total,0.02
COL,Santa Ana,NA,2016,Mujeres,rural,Indígena,0.6554
COL,Santa Ana,NA,2016,Mujeres,rural,No indígena,0.5954
COL,Santa Ana,NA,2016,Mujeres,rural,Total,0.6214
COL,Santa Ana,NA,2017,Mujeres,rural,Indígena,0.7952
COL,Santa Ana,NA,2017,Mujeres,rural,No indígena,0.7352
COL,Santa Ana,NA,2017,Mujeres,rural,Total,0.7612
COL,Santa Ana,NA,2018,Mujeres,rural,Indígena,0.9
COL,Santa Ana,NA,2018,Mujeres,rural,No indígena,0.9
COL,Santa Ana,NA,2018,Mujeres,rural,Total,0.9
COL,Santa Ana,NA,2019,Mujeres,rural,Indígena,0.6317
COL,Santa Ana,NA,2019,Mujeres,rural,No indígena,0.5717
COL,Santa Ana,NA,2019,Mujeres,rural,Total,0.599
COL,Santa Ana,NA,2020,Mujeres,rural,Indígena,0.6293
COL,Santa Ana,NA,2020,Mujeres,rural,No indígena,0.5693
COL,Santa Ana,NA,2020,Mujeres,rural,Total,0.595
COL,Santa Ana,NA,2021,Mujeres,rural,Indígena,0.7227
COL,Santa Ana,NA,2021,Mujeres,rural,No indígena,0.6627
COL,Santa Ana,NA,2021,Mujeres,rural,Total,0.69
COL,Santa Ana,NA,2022,Mujeres,rural,Indígena,0.7632
COL,Santa Ana,NA,2022,Mujeres,rural,No indígena,0.7032
COL,Santa Ana,NA,2022,Mujeres,rural,Total,0.7304
COL,Santa Ana,NA,2023,Mujeres,rural,Indígena,0.8216
COL,Santa Ana,NA,2023,Mujeres,rural,No indígena,0.7616
COL,Santa Ana,NA,2023,Mujeres,rural,Total,0.7889
COL,Santa Ana,NA,2024,Mujeres,rural,Indígena,0.8695
COL,Santa Ana,NA,2024,Mujeres,rural,No indígena,0.8095
COL,Santa Ana,NA,2024,Mujeres,rural,Total,0.8367
COL,Santa Ana,NA,2025,Mujeres,rural,Indígena,0.7267
COL,Santa Ana,NA,2025,Mujeres,rural,No indígena,0.6667
COL,Santa Ana,NA,2025,Mujeres,rural,Total,0.6939
COL,Santa Elena,NA,2016,Mujeres,periurbano,Indígena,0.3357
COL,Santa Elena,NA,2016,Mujeres,periurbano,No indígena,0.2757
COL,Santa Elena,NA,2016,Mujeres,periurbano,Total,0.2938
COL,Santa Elena,NA,2017,Mujeres,periurbano,Indígena,0.4166
COL,Santa Elena,NA,2017,Mujeres,periurbano,No indígena,0.3566
COL,Santa Elena,NA,2017,Mujeres,periurbano,Total,0.3747
COL,Santa Elena,NA,2018,Mujeres,periurbano,Indígena,0.4765
COL,Santa Elena,NA,2018,Mujeres,periurbano,No indígena,0.4165
COL,Santa Elena,NA,2018,Mujeres,periurbano,Total,0.4346
COL,Santa Elena,NA,2019,Mujeres,periurbano,Indígena,0.3758
COL,Santa Elena,NA,2019,Mujeres,periurbano,No indígena,0.3158
COL,Santa Elena,NA,2019,Mujeres,periurbano,Total,0.3342
COL,Santa Elena,NA,2020,Mujeres,periurbano,Indígena,0.4449
COL,Santa Elena,NA,2020,Mujeres,periurbano,No indígena,0.3849
COL,Santa Elena,NA,2020,Mujeres,periurbano,Total,0.4025
COL,Santa Elena,NA,2021,Mujeres,periurbano,Indígena,0.4473
COL,Santa Elena,NA,2021,Mujeres,periurbano,No indígena,0.3873
COL,Santa Elena,NA,2021,Mujeres,periurbano,Total,0.4053
COL,Santa Elena,NA,2022,Mujeres,periurbano,Indígena,0.3343
COL,Santa Elena,NA,2022,Mujeres,periurbano,No indígena,0.2743
COL,Santa Elena,NA,2022,Mujeres,periurbano,Total,0.292
COL,Santa Elena,NA,2023,Mujeres,periurbano,Indígena,0.3756
COL,Santa Elena,NA,2023,Mujeres,periurbano,No indígena,0.3156
COL,Santa Elena,NA,2023,Mujeres,periurbano,Total,0.3336
COL,Santa Elena,NA,2024,Mujeres,periurbano,Indígena,0.3157
COL,Santa Elena,NA,2024,Mujeres,periurbano,No indígena,0.2557
COL,Santa Elena,NA,2024,Mujeres,periurbano,Total,0.2737
COL,Santa Elena,NA,2025,Mujeres,periurbano,Indígena,0.3185
COL,Santa Elena,NA,2025,Mujeres,periurbano,No indígena,0.2585
COL,Santa Elena,NA,2025,Mujeres,periurbano,Total,0.2765
COL,Santa Lucía,NA,2016,Mujeres,rural,Indígena,0.8689
COL,Santa Lucía,NA,2016,Mujeres,rural,No indígena,0.8089
COL,Santa Lucía,NA,2016,Mujeres,rural,Total,0.836
COL,Santa Lucía,NA,2017,Mujeres,rural,Indígena,0.8894
COL,Santa Lucía,NA,2017,Mujeres,rural,No indígena,0.8294
COL,Santa Lucía,NA,2017,Mujeres,rural,Total,0.8565
COL,Santa Lucía,NA,2018,Mujeres,rural,Indígena,0.7475
COL,Santa Lucía,NA,2018,Mujeres,rural,No indígena,0.6875
COL,Santa Lucía,NA,2018,Mujeres,rural,Total,0.7144
COL,Santa Lucía,NA,2019,Mujeres,rural,Indígena,0.7768
COL,Santa Lucía,NA,2019,Mujeres,rural,No indígena,0.7168
COL,Santa Lucía,NA,2019,Mujeres,rural,Total,0.7437
COL,Santa Lucía,NA,2020,Mujeres,rural,Indígena,0.7142
COL,Santa Lucía,NA,2020,Mujeres,rural,No indígena,0.6542
COL,Santa Lucía,NA,2020,Mujeres,rural,Total,0.6808
COL,Santa Lucía,NA,2021,Mujeres,rural,Indígena,0.7693
COL,Santa Lucía,NA,2021,Mujeres,rural,No indígena,0.7093
COL,Santa Lucía,NA,2021,Mujeres,rural,Total,0.7362
COL,Santa Lucía,NA,2022,Mujeres,rural,Indígena,0.6774
COL,Santa Lucía,NA,2022,Mujeres,rural,No indígena,0.6174
COL,Santa Lucía,NA,2022,Mujeres,rural,Total,0.6443
COL,Santa Lucía,NA,2023,Mujeres,rural,Indígena,0.6974
COL,Santa Lucía,NA,2023,Mujeres,rural,No indígena,0.6374
COL,Santa Lucía,NA,2023,Mujeres,rural,Total,0.6643
COL,Santa Lucía,NA,2024,Mujeres,rural,Indígena,0.6721
COL,Santa Lucía,NA,2024,Mujeres,rural,No indígena,0.6121
COL,Santa Lucía,NA,2024,Mujeres,rural,Total,0.639
COL,Santa Lucía,NA,2025,Mujeres,rural,Indígena,0.8043
COL,Santa Lucía,NA,2025,Mujeres,rural,No indígena,0.7443
COL,Santa Lucía,NA,2025,Mujeres,rural,Total,0.7712
COL,Santa Rosa,NA,2016,Mujeres,periurbano,Indígena,0.3712
COL,Santa Rosa,NA,2016,Mujeres,periurbano,No indígena,0.3112
COL,Santa Rosa,NA,2016,Mujeres,periurbano,Total,0.3294
COL,Santa Rosa,NA,2017,Mujeres,periurbano,Indígena,0.4046
COL,Santa Rosa,NA,2017,Mujeres,periurbano,No indígena,0.3446
COL,Santa Rosa,NA,2017,Mujeres,periurbano,Total,0.3628
COL,Santa Rosa,NA,2018,Mujeres,periurbano,Indígena,0.2859
COL,Santa Rosa,NA,2018,Mujeres,periurbano,No indígena,0.2259
COL,Santa Rosa,NA,2018,Mujeres,periurbano,Total,0.2441
COL,Santa Rosa,NA,2019,Mujeres,periurbano,Indígena,0.2646
COL,Santa Rosa,NA,2019,Mujeres,periurbano,No indígena,0.2046
COL,Santa Rosa,NA,2019,Mujeres,periurbano,Total,0.2228
COL,Santa Rosa,NA,2020,Mujeres,periurbano,Indígena,0.3217
COL,Santa Rosa,NA,2020,Mujeres,periurbano,No indígena,0.2617
COL,Santa Rosa,NA,2020,Mujeres,periurbano,Total,0.2793
COL,Santa Rosa,NA,2021,Mujeres,periurbano,Indígena,0.3572
COL,Santa Rosa,NA,2021,Mujeres,periurbano,No indígena,0.2972
COL,Santa Rosa,NA,2021,Mujeres,periurbano,Total,0.3153
COL,Santa Rosa,NA,2022,Mujeres,periurbano,Indígena,0.3565
COL,Santa Rosa,NA,2022,Mujeres,periurbano,No indígena,0.2965
COL,Santa Rosa,NA,2022,Mujeres,periurbano,Total,0.3143
COL,Santa Rosa,NA,2023,Mujeres,periurbano,Indígena,0.2631
COL,Santa Rosa,NA,2023,Mujeres,periurbano,No indígena,0.2031
COL,Santa Rosa,NA,2023,Mujeres,periurbano,Total,0.2209
COL,Santa Rosa,NA,2024,Mujeres,periurbano,Indígena,0.3824
COL,Santa Rosa,NA,2024,Mujeres,periurbano,No indígena,0.3224
COL,Santa Rosa,NA,2024,Mujeres,periurbano,Total,0.3402
COL,Santa Rosa,NA,2025,Mujeres,periurbano,Indígena,0.3908
COL,Santa Rosa,NA,2025,Mujeres,periurbano,No indígena,0.3308
COL,Santa Rosa,NA,2025,Mujeres,periurbano,Total,0.3489
COL,Villa Esperanza,NA,2016,Mujeres,rural,Indígena,0.6499
COL,Villa Esperanza,NA,2016,Mujeres,rural,No indígena,0.5899
COL,Villa Esperanza,NA,2016,Mujeres,rural,Total,0.6172
COL,Villa Esperanza,NA,2017,Mujeres,rural,Indígena,0.8312
COL,Villa Esperanza,NA,2017,Mujeres,rural,No indígena,0.7712
COL,Villa Esperanza,NA,2017,Mujeres,rural,Total,0.7984
COL,Villa Esperanza,NA,2018,Mujeres,rural,Indígena,0.7536
COL,Villa Esperanza,NA,2018,Mujeres,rural,No indígena,0.6936
COL,Villa Esperanza,NA,2018,Mujeres,rural,Total,0.7208
COL,Villa Esperanza,NA,2019,Mujeres,rural,Indígena,0.7865
COL,Villa Esperanza,NA,2019,Mujeres,rural,No indígena,0.7265
COL,Villa Esperanza,NA,2019,Mujeres,rural,Total,0.7537
COL,Villa Esperanza,NA,2020,Mujeres,rural,Indígena,0.87
COL,Villa Esperanza,NA,2020,Mujeres,rural,No indígena,0.81
COL,Villa Esperanza,NA,2020,Mujeres,rural,Total,0.837
COL,Villa Esperanza,NA,2021,Mujeres,rural,Indígena,0.5699
COL,Villa Esperanza,NA,2021,Mujeres,rural,No indígena,0.5099
COL,Villa Esperanza,NA,2021,Mujeres,rural,Total,0.5357
COL,Villa Esperanza,NA,2022,Mujeres,rural,Indígena,0.6213
COL,Villa Esperanza,NA,2022,Mujeres,rural,No indígena,0.5613
COL,Villa Esperanza,NA,2022,Mujeres,rural,Total,0.5886
COL,Villa Esperanza,NA,2023,Mujeres,rural,Indígena,0.6977
COL,Villa Esperanza,NA,2023,Mujeres,rural,No indígena,0.6377
COL,Villa Esperanza,NA,2023,Mujeres,rural,Total,0.665
COL,Villa Esperanza,NA,2024,Mujeres,rural,Indígena,0.5184
COL,Villa Esperanza,NA,2024,Mujeres,rural,No indígena,0.4584
COL,Villa Esperanza,NA,2024,Mujeres,rural,Total,0.4856
COL,Villa Esperanza,NA,2025,Mujeres,rural,Indígena,0.6724
COL,Villa Esperanza,NA,2025,Mujeres,rural,No indígena,0.61240000000000006
COL,Villa Esperanza,NA,2025,Mujeres,rural,Total,0.6381
COL,Villa Norte,NA,2016,Mujeres,periurbano,Indígena,0.3918
COL,Villa Norte,NA,2016,Mujeres,periurbano,No indígena,0.3318
COL,Villa Norte,NA,2016,Mujeres,periurbano,Total,0.3499
COL,Villa Norte,NA,2017,Mujeres,periurbano,Indígena,0.3855
COL,Villa Norte,NA,2017,Mujeres,periurbano,No indígena,0.3255
COL,Villa Norte,NA,2017,Mujeres,periurbano,Total,0.3437
COL,Villa Norte,NA,2018,Mujeres,periurbano,Indígena,0.3672
COL,Villa Norte,NA,2018,Mujeres,periurbano,No indígena,0.3072
COL,Villa Norte,NA,2018,Mujeres,periurbano,Total,0.325
COL,Villa Norte,NA,2019,Mujeres,periurbano,Indígena,0.326
COL,Villa Norte,NA,2019,Mujeres,periurbano,No indígena,0.266
COL,Villa Norte,NA,2019,Mujeres,periurbano,Total,0.2839
COL,Villa Norte,NA,2020,Mujeres,periurbano,Indígena,0.4149
COL,Villa Norte,NA,2020,Mujeres,periurbano,No indígena,0.3549
COL,Villa Norte,NA,2020,Mujeres,periurbano,Total,0.3729
COL,Villa Norte,NA,2021,Mujeres,periurbano,Indígena,0.6565
COL,Villa Norte,NA,2021,Mujeres,periurbano,No indígena,0.5965
COL,Villa Norte,NA,2021,Mujeres,periurbano,Total,0.6143
COL,Villa Norte,NA,2022,Mujeres,periurbano,Indígena,0.5219
COL,Villa Norte,NA,2022,Mujeres,periurbano,No indígena,0.4619
COL,Villa Norte,NA,2022,Mujeres,periurbano,Total,0.4799
COL,Villa Norte,NA,2023,Mujeres,periurbano,Indígena,0.3787
COL,Villa Norte,NA,2023,Mujeres,periurbano,No indígena,0.3187
COL,Villa Norte,NA,2023,Mujeres,periurbano,Total,0.3368
COL,Villa Norte,NA,2024,Mujeres,periurbano,Indígena,0.4446
COL,Villa Norte,NA,2024,Mujeres,periurbano,No indígena,0.3846
COL,Villa Norte,NA,2024,Mujeres,periurbano,Total,0.4027
COL,Villa Norte,NA,2025,Mujeres,periurbano,Indígena,0.2223
COL,Villa Norte,NA,2025,Mujeres,periurbano,No indígena,0.1623
COL,Villa Norte,NA,2025,Mujeres,periurbano,Total,0.1806
COL,Villa Sur,NA,2016,Mujeres,rural,Indígena,0.5149
COL,Villa Sur,NA,2016,Mujeres,rural,No indígena,0.4549
COL,Villa Sur,NA,2016,Mujeres,rural,Total,0.4827
COL,Villa Sur,NA,2017,Mujeres,rural,Indígena,0.4163
COL,Villa Sur,NA,2017,Mujeres,rural,No indígena,0.3563
COL,Villa Sur,NA,2017,Mujeres,rural,Total,0.3841
COL,Villa Sur,NA,2018,Mujeres,rural,Indígena,0.4691
COL,Villa Sur,NA,2018,Mujeres,rural,No indígena,0.4091
COL,Villa Sur,NA,2018,Mujeres,rural,Total,0.4357
COL,Villa Sur,NA,2019,Mujeres,rural,Indígena,0.5167
COL,Villa Sur,NA,2019,Mujeres,rural,No indígena,0.4567
COL,Villa Sur,NA,2019,Mujeres,rural,Total,0.4834
COL,Villa Sur,NA,2020,Mujeres,rural,Indígena,0.6928
COL,Villa Sur,NA,2020,Mujeres,rural,No indígena,0.6328
COL,Villa Sur,NA,2020,Mujeres,rural,Total,0.6605
COL,Villa Sur,NA,2021,Mujeres,rural,Indígena,0.7157
COL,Villa Sur,NA,2021,Mujeres,rural,No indígena,0.6557
COL,Villa Sur,NA,2021,Mujeres,rural,Total,0.6824
COL,Villa Sur,NA,2022,Mujeres,rural,Indígena,0.5598
COL,Villa Sur,NA,2022,Mujeres,rural,No indígena,0.4998
COL,Villa Sur,NA,2022,Mujeres,rural,Total,0.5265
COL,Villa Sur,NA,2023,Mujeres,rural,Indígena,0.6968
COL,Villa Sur,NA,2023,Mujeres,rural,No indígena,0.6368
COL,Villa Sur,NA,2023,Mujeres,rural,Total,0.6634
COL,Villa Sur,NA,2024,Mujeres,rural,Indígena,0.6288
COL,Villa Sur,NA,2024,Mujeres,rural,No indígena,0.5688
COL,Villa Sur,NA,2024,Mujeres,rural,Total,0.5954
COL,Villa Sur,NA,2025,Mujeres,rural,Indígena,0.6697
COL,Villa Sur,NA,2025,Mujeres,rural,No indígena,0.6097
COL,Villa Sur,NA,2025,Mujeres,rural,Total,0.6363
COL,Vista Hermosa,NA,2016,Mujeres,rural,Indígena,0.6066
COL,Vista Hermosa,NA,2016,Mujeres,rural,No indígena,0.5466
COL,Vista Hermosa,NA,2016,Mujeres,rural,Total,0.5741
COL,Vista Hermosa,NA,2017,Mujeres,rural,Indígena,0.7829
COL,Vista Hermosa,NA,2017,Mujeres,rural,No indígena,0.7229
COL,Vista Hermosa,NA,2017,Mujeres,rural,Total,0.7504
COL,Vista Hermosa,NA,2018,Mujeres,rural,Indígena,0.6874
COL,Vista Hermosa,NA,2018,Mujeres,rural,No indígena,0.6274
COL,Vista Hermosa,NA,2018,Mujeres,rural,Total,0.6549
COL,Vista Hermosa,NA,2019,Mujeres,rural,Indígena,0.6206
COL,Vista Hermosa,NA,2019,Mujeres,rural,No indígena,0.5606
COL,Vista Hermosa,NA,2019,Mujeres,rural,Total,0.5881
COL,Vista Hermosa,NA,2020,Mujeres,rural,Indígena,0.7907
COL,Vista Hermosa,NA,2020,Mujeres,rural,No indígena,0.7307
COL,Vista Hermosa,NA,2020,Mujeres,rural,Total,0.758
COL,Vista Hermosa,NA,2021,Mujeres,rural,Indígena,0.8516
COL,Vista Hermosa,NA,2021,Mujeres,rural,No indígena,0.7916
COL,Vista Hermosa,NA,2021,Mujeres,rural,Total,0.8177
COL,Vista Hermosa,NA,2022,Mujeres,rural,Indígena,0.7242
COL,Vista Hermosa,NA,2022,Mujeres,rural,No indígena,0.6642
COL,Vista Hermosa,NA,2022,Mujeres,rural,Total,0.6903
COL,Vista Hermosa,NA,2023,Mujeres,rural,Indígena,0.5749
COL,Vista Hermosa,NA,2023,Mujeres,rural,No indígena,0.5149
COL,Vista Hermosa,NA,2023,Mujeres,rural,Total,0.541
COL,Vista Hermosa,NA,2024,Mujeres,rural,Indígena,0.642
COL,Vista Hermosa,NA,2024,Mujeres,rural,No indígena,0.582
COL,Vista Hermosa,NA,2024,Mujeres,rural,Total,0.6081
COL,Vista Hermosa,NA,2025,Mujeres,rural,Indígena,0.7878
COL,Vista Hermosa,NA,2025,Mujeres,rural,No indígena,0.7278
COL,Vista Hermosa,NA,2025,Mujeres,rural,Total,0.7539
